,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
2,3,Joanna Hudson,Dr. David Rees,GCVQ28531614261293,4,0.6247772648,0.0,2019-11-27T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,2814940.0,0.0,7.0,0.0,2014.0,De 6 a 10 anos,20000.0,False,True,1.0,4320.0,2020-02-04T16:40:49
3,4,Gordon Jones-Hopkins,Sara Reid-Robson,KJND32266018316396,20,0.0,,2017-02-13T17:20:27,0,0.0,25000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.485811098701238,15000.0,,,,,,,,,,1285274.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,30000.0,False,True,0.0,5920.0,2020-02-04T16:37:52
5,6,Liam Jackson,Gerard Gordon,KAYS53232027306925,0,0.0,,2019-06-28T10:25:57,0,0.0,25000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,20000.0,,,,,,,,,,918476.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,15000.0,False,True,0.0,38400.0,2020-02-04T15:10:46
10,11,Katie Lawson,Patricia Reynolds,SVXA16230297135119,7,0.0,,2012-02-24T16:01:26,0,0.0,1000000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,-0.50915157320154,800000.0,,2019-06-30T03:00:00,2127907.0,704245.0,3609498.0,2538787.0,366465.0,973971.0,942096.0,4575646.0,296634.0,6.0,-3299332.0,2011.0,De 6 a 10 anos,20000.0,False,True,0.0,81000.0,2020-02-05T15:15:10
28,29,Robin Turner,Mr. Terence Johnson,XYYW56476871254905,4,0.4412714583,0.0,2018-04-25T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,-0.866025403784439,100000.0,,2018-12-31T02:00:00,7906301.0,26941726.0,7906301.0,7492447.0,0.0,3019632.0,2086571.0,23161787.0,5752085.0,12.0,14712042.0,2014.0,De 6 a 10 anos,150000.0,False,True,1.0,102862.0,2020-02-06T14:07:01
36,37,Dr. Leslie Mitchell,Brandon Lewis,UQUH72595348437743,135,0.387283882,0.0,2018-06-13T00:00:00,0,0.0,30000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,-0.929780077034291,,,2019-12-31T00:00:00,1592690.0,1592690.0,1592690.0,1165590.0,0.0,0.0,1475537.0,1421389.0,1387232.0,12.0,2554508.0,2012.0,De 6 a 10 anos,100000.0,True,True,1.0,0.0,
38,39,Carly Murphy,Dr. Wayne Williams,DXVE26432648734958,4,0.5318418029,0.0,2011-08-16T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,2316989.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,99800.0,False,True,1.0,88000.0,2020-02-05T18:39:17
53,56,Ms. Marion Parsons,Dr. Adrian Gilbert,YKMA43405696220284,18,0.448130494,0.0,2019-09-26T00:00:00,21,2192.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,333210.0,0.0,1.0,0.0,2012.0,De 6 a 10 anos,800000.0,False,True,1.0,0.0,2020-02-06T15:06:10
54,57,Gordon Jones-Hopkins,Sara Reid-Robson,KJND32266018316396,20,0.0,,2017-02-13T17:20:27,0,0.0,22000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.685620325804012,15000.0,,,,,,,,,,1285274.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,30000.0,False,True,0.0,5920.0,2020-02-05T16:09:52
55,58,Mr. Andrew Bruce,Robin North,VYPC07643507109960,4,0.4752585847,0.0,2015-03-27T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,100000.0,,2019-12-31T03:00:00,3789231.0,846020.0,4149907.0,521942.0,772841.0,2231773.0,2894639.0,117090514.0,499790.0,12.0,-7231554.0,2011.0,De 6 a 10 anos,100000.0,False,True,1.0,221884.0,2020-02-06T14:04:23
62,65,Brenda Clarke,Dr. Mohamed Phillips,APRH60376910869961,36,0.5048304899,0.0,2011-10-14T00:00:00,48,95983.74,150000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,150000.0,,2019-12-31T03:00:00,2197.0,-355509.0,922394.0,50000.0,0.0,497220.0,103615.0,2920793.0,-171329.0,12.0,235486.0,2010.0,De 6 a 10 anos,50000.0,False,True,1.0,152000.0,2020-02-06T17:21:05
67,71,Mr. Julian Scott,Julian Brown,MJEK50274612793018,7,0.3877332673,0.0,2013-02-25T00:00:00,63,10368.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2018-12-31T00:00:00,382348.0,890140.0,627034.0,460656.0,0.0,128803.0,212674.0,1177807.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,1.0,44000.0,2020-02-06T17:28:44
77,83,Geoffrey Johnson,Tracy Collins,CLUV86507137794361,33,0.2777430629,0.0,2018-10-30T00:00:00,0,0.0,3000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,3000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2012.0,De 6 a 10 anos,300000.0,False,True,1.0,36000.0,2020-02-06T17:31:59
83,89,Dr. Anna Short,Denise Cook-Tyler,JSPJ30563552068367,7,0.0,,2010-04-30T17:12:15,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,3926252.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,245000.0,False,True,0.0,99900.0,2020-02-06T20:21:08
84,90,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0.0,,2017-01-19T11:11:37,0,0.0,27000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.866025403784439,,,,,,,,,,,214832.0,0.0,5.0,0.0,2010.0,De 6 a 10 anos,100000.0,True,True,0.0,53585.0,
87,93,Mr. Shane Reynolds,Edward Jones,PMQC81082938911940,28,0.0,,2015-09-29T17:19:04,0,0.0,60000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.359669231559488,50000.0,,2018-12-31T02:00:00,95762.0,293393.0,4786692.0,4493298.0,0.0,3212721.0,1195553.0,5368371.0,1346068.0,12.0,2072196.0,2012.0,De 6 a 10 anos,500000.0,False,True,0.0,194114.0,2020-02-06T20:49:17
109,115,Oliver Taylor,Dr. Deborah Jackson,ZYRG46055383402143,17,0.0,,2016-01-05T17:19:16,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.0,20000.0,,,,,,,,,,745756.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,40000.0,False,True,0.0,4400.0,2020-02-07T20:02:59
115,121,Damien Rowe,Dr. Stacey Barnes,SHTA94818881939727,10,0.0,,2013-01-31T15:39:17,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,20000.0,,,,,,,,,,1557540.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,5000.0,False,True,0.0,11200.0,2020-02-07T13:35:57
130,136,Mr. Jack Ellis,Mathew Page,ZOIA59932343608967,4,0.4768995235,0.0,2017-07-24T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,30000.0,,,,,,,,,,6114513.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,300000.0,False,False,1.0,108000.0,2020-02-07T17:54:17
131,137,Hannah Knight-Jones,Victoria Marshall,CUAB53419021981167,0,0.0,,2019-12-03T17:29:35,0,0.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,10000.0,,,,,,,,,,6121171.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,0.0,73478.0,2020-02-07T20:25:15
132,138,Mr. Jake Hussain,Jean Potter-Johnson,IATW15693786270082,0,0.0,,2020-01-27T17:29:48,0,0.0,5000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,0.0,5000.0,,,,,,,,,,713882.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,180000.0,False,True,0.0,0.0,2020-02-12T20:32:12
133,139,Marion Lynch-Taylor,Kathryn Power-Mason,OGWM99265986867408,0,0.3859177578,0.0,2016-12-19T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2019-10-31T00:00:00,911113.0,509051.0,926368.0,451271.0,0.0,0.0,619908.0,572776.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,80000.0,False,True,1.0,63000.0,2020-02-06T20:28:36
141,148,Terence Foster,Brandon Gibson,QHZV29713047888758,93,0.5669856041,0.0,2011-11-24T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,-1.1e-15,15000.0,,,,,,,,,,1086360.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,10000.0,False,True,1.0,4400.0,2020-02-07T20:07:15
147,155,Miss Heather Walters,Gail Ward,UFDU09972786245159,4,0.4145521471,0.0,2011-06-27T00:00:00,0,0.0,15000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.866025403784439,15000.0,,,,,,,,,,926159.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,50000.0,False,True,0.8387947393,103134.0,2020-02-07T20:28:25
148,156,Francesca Stone,Charles Jones,MGWX20555419991977,12,0.0,,2016-06-27T11:35:29,0,0.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,15000.0,,,,,,,,,,668124.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,1000.0,False,True,0.0,5120.0,2020-02-13T13:30:10
149,157,Sandra Morris,Ms. Emma Wells,LJAC91348349374248,18,0.0,,2018-06-19T17:18:27,0,0.0,100000.0,AprovadoComite,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,3e-16,100000.0,2020-02-13T13:54:39,2018-12-31T02:00:00,2451304.0,1077694.0,2451304.0,4057991.0,0.0,0.0,96380.0,13144861.0,71893260.0,12.0,5955535.0,2010.0,De 6 a 10 anos,100000.0,False,True,0.0,111772.0,
150,158,Dr. Max McDonald,Samuel Evans-Williams,DLLY26215095484957,15,0.0,,2017-09-08T14:13:37,0,0.0,30000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,,,,,,,,,,,1575261.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,80000.0,True,False,0.0,2200.0,
